last_updated,latitude,longitude,last_updated_epoch,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,pm2_5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination,year,month,day,day_of_week,week_of_year,season_Spring,season_Summer,season_Winter,is_outlier,lag_1,lag_7,rolling_mean_7,rolling_mean_30
2024-06-26,51.52,-0.11,1719408600.0,28.1,82.6,6.9,11.2,180.0,1011.0,29.85,0.0,0.0,40.0,0.0,27.8,82.0,10.0,6.0,7.0,11.4,18.4,186.9,145.9,13.4,12.8,11.8,13.1,1.0,1.0,81.0,2024.0,6.0,26.0,2.0,26.0,0.0,1.0,0.0,0.0,28.1,21.3,24.285714285714285,19.146666666666665
2024-06-27,51.52,-0.11,1719494100.0,22.2,72.0,15.0,24.1,250.0,1008.0,29.77,0.0,0.0,57.0,50.0,24.2,75.5,10.0,6.0,6.0,16.5,26.5,161.9,83.7,4.8,3.4,2.5,2.9,1.0,1.0,71.0,2024.0,6.0,27.0,3.0,26.0,0.0,1.0,0.0,0.0,28.1,22.3,24.271428571428572,19.353333333333335
2024-06-28,51.52,-0.11,1719580500.0,19.1,66.4,15.0,24.1,260.0,1016.0,30.0,0.0,0.0,49.0,75.0,19.1,66.4,10.0,6.0,6.0,19.5,31.3,170.2,90.8,3.9,3.5,2.9,5.0,1.0,1.0,60.0,2024.0,6.0,28.0,4.0,26.0,0.0,1.0,0.0,0.0,22.2,24.0,23.571428571428573,19.35666666666667
2024-06-29,51.52,-0.11,1719665100.0,23.0,73.4,6.9,11.2,280.0,1013.0,29.91,0.0,0.0,38.0,0.0,23.6,74.5,10.0,6.0,6.0,11.4,18.4,178.6,121.6,6.9,8.9,6.3,9.7,1.0,1.0,49.0,2024.0,6.0,29.0,5.0,26.0,0.0,1.0,0.0,0.0,19.1,19.1,24.12857142857143,19.59
2024-06-30,51.52,-0.11,1719754200.0,19.2,66.6,10.5,16.9,320.0,1013.0,29.91,0.01,0.0,49.0,75.0,19.2,66.6,10.0,6.0,4.0,10.6,17.0,156.9,98.7,2.5,2.6,2.3,3.8,1.0,1.0,38.0,2024.0,6.0,30.0,6.0,26.0,0.0,1.0,0.0,0.0,23.0,22.1,23.714285714285715,19.763333333333332
2024-07-01,51.52,-0.11,1719839700.0,18.2,64.8,12.5,20.2,290.0,1018.0,30.06,0.0,0.0,60.0,75.0,18.2,64.8,10.0,6.0,5.0,12.6,20.3,160.2,73.7,4.1,2.3,1.3,2.3,1.0,1.0,27.0,2024.0,7.0,1.0,0.0,27.0,0.0,1.0,0.0,0.0,19.2,26.3,22.557142857142857,19.836666666666666
2024-07-02,51.52,-0.11,1719926100.0,16.3,61.3,10.5,16.9,340.0,1019.0,30.09,0.01,0.0,68.0,50.0,16.3,61.3,10.0,6.0,3.0,15.0,24.1,158.6,72.2,3.6,2.9,2.0,4.2,1.0,1.0,18.0,2024.0,7.0,2.0,1.0,27.0,0.0,1.0,0.0,0.0,18.2,28.1,20.87142857142857,19.646666666666665
2024-07-03,51.52,-0.11,1720011600.0,17.2,63.0,9.4,15.1,240.0,1007.0,29.74,0.0,0.0,72.0,75.0,17.2,63.0,10.0,6.0,4.0,13.0,21.0,156.9,70.8,4.5,2.6,1.3,1.5,1.0,1.0,10.0,2024.0,7.0,3.0,2.0,27.0,0.0,1.0,0.0,0.0,16.3,28.1,19.314285714285713,19.586666666666666
2024-07-04,51.52,-0.11,1720098900.0,18.4,65.1,17.4,28.1,290.0,1010.0,29.83,0.0,0.0,42.0,0.0,18.4,65.1,10.0,6.0,5.0,21.9,35.3,158.6,78.7,2.6,2.1,1.4,2.9,1.0,1.0,5.0,2024.0,7.0,4.0,3.0,27.0,0.0,1.0,0.0,0.0,17.2,22.2,18.771428571428572,19.6
2024-07-05,51.52,-0.11,1720183500.0,21.2,70.2,10.5,16.9,260.0,1005.0,29.68,0.19,0.01,73.0,75.0,21.2,70.2,10.0,6.0,4.0,15.0,24.1,183.6,50.8,8.3,3.6,2.6,2.8,1.0,1.0,1.0,2024.0,7.0,5.0,4.0,27.0,0.0,1.0,0.0,0.0,18.4,19.1,19.071428571428573,19.773333333333333
2024-07-06,51.52,-0.11,1720271700.0,15.2,59.4,21.7,34.9,280.0,1003.0,29.62,0.1,0.0,82.0,50.0,15.2,59.4,10.0,6.0,3.0,26.2,42.1,150.2,67.2,1.9,1.0,0.5,0.6,1.0,1.0,0.0,2024.0,7.0,6.0,5.0,27.0,0.0,1.0,0.0,0.0,21.2,23.0,17.957142857142856,19.71333333333333
2024-07-07,51.52,-0.11,1720357200.0,13.3,55.9,8.1,13.0,260.0,1009.0,29.8,0.44,0.02,88.0,62.0,12.2,54.0,7.0,4.0,4.0,10.8,17.3,156.9,65.1,2.7,1.9,0.5,0.6,1.0,1.0,1.0,2024.0,7.0,7.0,6.0,27.0,0.0,1.0,0.0,0.0,15.2,19.2,17.114285714285714,19.516666666666666
2024-07-08,51.52,-0.11,1720443600.0,16.4,61.5,9.4,15.1,180.0,1016.0,30.0,0.24,0.01,72.0,75.0,16.4,61.5,10.0,6.0,4.0,13.9,22.3,165.2,78.7,8.1,7.3,2.1,2.7,1.0,1.0,5.0,2024.0,7.0,8.0,0.0,28.0,0.0,1.0,0.0,0.0,13.3,18.2,16.857142857142854,19.529999999999998
2024-07-09,51.52,-0.11,1720529100.0,19.4,66.9,6.9,11.2,190.0,1010.0,29.83,0.11,0.0,94.0,75.0,19.4,66.9,10.0,6.0,4.0,13.3,21.3,171.9,53.6,10.1,5.7,2.8,3.2,1.0,1.0,9.0,2024.0,7.0,9.0,1.0,28.0,0.0,1.0,0.0,0.0,16.4,16.3,17.3,19.663333333333334
2024-07-10,51.52,-0.11,1720616400.0,19.3,66.7,10.5,16.9,230.0,1012.0,29.88,0.05,0.0,78.0,75.0,19.3,66.7,10.0,6.0,5.0,15.9,25.5,155.2,85.8,3.0,2.0,1.6,1.7,1.0,1.0,16.0,2024.0,7.0,10.0,2.0,28.0,0.0,1.0,0.0,0.0,19.4,17.2,17.6,19.766666666666666
2024-07-11,51.52,-0.11,1720701900.0,22.2,72.0,9.4,15.1,290.0,1017.0,30.03,0.0,0.0,50.0,50.0,24.1,75.4,10.0,6.0,6.0,13.9,22.3,155.2,88.7,4.2,3.5,2.3,3.2,1.0,1.0,23.0,2024.0,7.0,11.0,3.0,28.0,0.0,1.0,0.0,0.0,19.3,18.4,18.142857142857142,19.996666666666666
2024-07-12,51.52,-0.11,1720789200.0,18.1,64.6,11.9,19.1,360.0,1017.0,30.03,0.02,0.0,56.0,75.0,18.1,64.6,10.0,6.0,4.0,16.3,26.3,161.9,60.8,8.1,4.0,1.6,3.3,1.0,1.0,32.0,2024.0,7.0,12.0,4.0,28.0,0.0,1.0,0.0,0.0,22.2,21.2,17.7,20.060000000000002
2024-07-13,51.52,-0.11,1720876050.0,19.200000000000003,66.55,10.0,16.05,310.0,1014.0,29.94,0.015,0.0,56.0,75.0,19.200000000000003,66.55,10.0,6.0,4.5,12.5,20.15,161.05,69.75,6.3,3.6,1.55,2.5,1.0,1.0,41.0,2024.0,7.0,13.0,5.0,28.0,0.0,1.0,0.0,0.0,18.1,15.2,18.27142857142857,20.16
2024-07-14,51.52,-0.11,1720962900.0,20.3,68.5,8.1,13.0,260.0,1011.0,29.85,0.01,0.0,56.0,75.0,20.3,68.5,10.0,6.0,5.0,8.7,14.0,160.2,78.7,4.5,3.2,1.5,1.7,1.0,1.0,50.0,2024.0,7.0,14.0,6.0,28.0,0.0,1.0,0.0,0.0,19.200000000000003,13.3,19.271428571428572,20.256666666666668
2024-07-15,51.52,-0.11,1721048400.0,17.9,64.1,8.1,13.0,138.0,1007.0,29.74,0.3,0.01,72.0,100.0,17.9,64.1,2.0,1.0,4.0,10.6,17.1,160.2,95.8,6.3,5.4,4.2,4.7,1.0,1.0,60.0,2024.0,7.0,15.0,0.0,29.0,0.0,1.0,0.0,0.0,20.3,16.4,19.485714285714288,20.313333333333333
2024-07-16,51.52,-0.11,1721133900.0,20.3,68.5,13.6,22.0,250.0,1009.0,29.8,0.08,0.0,68.0,50.0,20.3,68.5,10.0,6.0,4.0,18.1,29.2,155.2,70.8,4.9,2.0,2.2,2.3,1.0,1.0,69.0,2024.0,7.0,16.0,1.0,29.0,0.0,1.0,0.0,0.0,17.9,19.4,19.614285714285717,20.34333333333333
2024-07-17,51.52,-0.11,1721220300.0,23.3,73.9,5.6,9.0,280.0,1021.0,30.15,0.01,0.0,50.0,25.0,24.8,76.7,10.0,6.0,5.0,6.7,10.8,158.6,86.6,7.4,5.5,2.2,2.5,1.0,1.0,78.0,2024.0,7.0,17.0,2.0,29.0,0.0,1.0,0.0,0.0,20.3,19.3,20.185714285714287,20.410000000000004
2024-07-18,51.52,-0.11,1721306700.0,25.3,77.6,6.7,10.8,187.0,1020.0,30.12,0.01,0.0,50.0,96.0,26.1,79.0,10.0,6.0,6.0,7.7,12.4,180.2,105.9,12.3,11.8,10.3,11.9,1.0,1.0,86.0,2024.0,7.0,18.0,3.0,29.0,0.0,1.0,0.0,0.0,23.3,22.2,20.62857142857143,20.543333333333333
2024-07-19,51.52,-0.11,1721392200.0,31.1,88.0,11.9,19.1,180.0,1015.0,29.97,0.0,0.0,41.0,0.0,31.9,89.4,10.0,6.0,7.0,16.3,26.3,173.6,127.3,6.4,7.2,8.4,9.4,1.0,1.0,92.0,2024.0,7.0,19.0,4.0,29.0,0.0,1.0,0.0,0.0,25.3,18.1,22.485714285714288,20.87
2024-07-20,51.52,-0.11,1721479500.0,22.2,72.0,6.9,11.2,200.0,1007.0,29.74,0.02,0.0,73.0,75.0,24.6,76.3,10.0,6.0,5.0,10.0,16.2,158.6,87.3,3.2,3.1,2.5,4.7,1.0,1.0,97.0,2024.0,7.0,20.0,5.0,29.0,0.0,1.0,0.0,0.0,31.1,19.200000000000003,22.91428571428571,20.866666666666667
2024-07-21,51.52,-0.11,1721565600.0,22.433333333333334,72.4,7.133333333333334,11.533333333333333,245.0,1010.6666666666666,29.849999999999998,0.016666666666666666,0.0,66.0,83.33333333333333,24.633333333333333,76.36666666666666,10.0,6.0,5.0,9.566666666666666,15.5,171.36666666666667,79.43333333333334,4.233333333333333,2.966666666666667,2.433333333333333,4.0,1.0,1.0,97.0,2024.0,7.0,21.0,3.666666666666667,29.333333333333332,0.0,1.0,0.0,0.0,22.2,20.3,23.21904761904762,20.814444444444444
2024-07-22,51.52,-0.11,1721651700.0,22.666666666666664,72.8,7.366666666666666,11.866666666666665,290.0,1014.3333333333334,29.96,0.013333333333333332,0.0,59.0,91.66666666666666,24.666666666666668,76.43333333333334,10.0,6.0,5.0,9.133333333333333,14.799999999999999,184.13333333333333,71.56666666666666,5.266666666666667,2.8333333333333335,2.3666666666666667,3.3000000000000003,1.0,1.0,97.0,2024.0,7.0,22.0,2.3333333333333335,29.666666666666668,0.0,1.0,0.0,0.0,22.433333333333334,17.9,23.900000000000002,20.933333333333334
2024-07-23,51.52,-0.11,1721737800.0,22.9,73.2,7.6,12.2,335.0,1018.0,30.07,0.01,0.0,52.0,100.0,24.7,76.5,10.0,6.0,5.0,8.7,14.1,196.9,63.7,6.3,2.7,2.3,2.6,1.0,1.0,97.0,2024.0,7.0,23.0,1.0,30.0,0.0,1.0,0.0,0.0,22.666666666666664,20.3,24.27142857142857,20.96
2024-07-24,51.52,-0.11,1721825100.0,22.2,72.0,8.9,14.4,201.0,1019.0,30.11,0.05,0.0,61.0,74.0,24.6,76.3,10.0,6.0,5.0,12.0,19.3,195.3,87.3,8.6,5.9,3.6,4.0,1.0,1.0,91.0,2024.0,7.0,24.0,2.0,30.0,0.0,1.0,0.0,0.0,22.9,23.3,24.114285714285717,20.82333333333333
2024-07-25,51.52,-0.11,1721909700.0,20.9,69.6,11.2,18.0,213.0,1010.0,29.83,0.08,0.0,78.0,100.0,20.9,69.6,10.0,6.0,5.0,13.6,21.9,220.3,52.9,11.3,5.5,3.1,4.6,1.0,1.0,83.0,2024.0,7.0,25.0,3.0,30.0,0.0,1.0,0.0,0.0,22.2,25.3,23.485714285714284,20.583333333333332
2024-07-26,51.52,-0.11,1721997000.0,22.8,73.0,9.2,14.8,252.0,1011.0,29.84,0.0,0.0,40.0,44.0,24.3,75.7,10.0,6.0,6.0,10.6,17.0,207.0,72.2,4.7,3.1,1.4,2.0,1.0,1.0,74.0,2024.0,7.0,26.0,4.0,30.0,0.0,1.0,0.0,0.0,20.9,31.1,22.3,20.40666666666667
2024-07-27,51.52,-0.11,1722083400.0,22.8,73.1,7.2,11.5,284.0,1014.0,29.94,0.0,0.0,36.0,44.0,24.1,75.3,10.0,6.0,6.0,8.2,13.2,180.2,65.1,5.9,3.8,1.2,1.8,1.0,1.0,63.0,2024.0,7.0,27.0,5.0,30.0,0.0,1.0,0.0,0.0,22.8,22.2,22.385714285714283,20.426666666666666
2024-07-28,51.52,-0.11,1722170700.0,25.5,77.9,3.4,5.4,169.0,1025.0,30.26,0.0,0.0,36.0,13.0,25.5,77.8,10.0,6.0,7.0,3.9,6.2,186.9,98.7,7.2,8.2,3.0,3.6,1.0,1.0,51.0,2024.0,7.0,28.0,6.0,30.0,0.0,1.0,0.0,0.0,22.8,22.433333333333334,22.823809523809526,20.639999999999997
2024-07-29,51.52,-0.11,1722255300.0,17.1,62.7,4.0,6.5,111.0,1024.0,30.24,0.0,0.0,64.0,1.0,17.1,62.7,10.0,6.0,1.0,6.9,11.1,183.6,28.6,22.3,5.5,3.7,4.5,1.0,1.0,40.0,2024.0,7.0,29.0,0.0,31.0,0.0,1.0,0.0,0.0,25.5,22.666666666666664,22.02857142857143,20.44333333333333
2024-07-30,51.52,-0.11,1722341700.0,29.2,84.6,4.0,6.5,42.0,1016.0,30.01,0.0,0.0,34.0,11.0,28.5,83.2,10.0,6.0,7.0,4.6,7.5,223.6,197.4,7.9,11.3,16.0,17.7,2.0,2.0,30.0,2024.0,7.0,30.0,1.0,31.0,0.0,1.0,0.0,0.0,17.1,22.9,22.928571428571427,20.776666666666667
2024-07-31,51.52,-0.11,1722428100.0,27.7,81.8,10.5,16.9,78.0,1013.0,29.93,0.0,0.0,43.0,12.0,27.8,82.1,10.0,6.0,7.0,12.1,19.5,198.6,140.2,6.5,5.9,10.2,12.4,1.0,1.0,20.0,2024.0,7.0,31.0,2.0,31.0,0.0,1.0,0.0,0.0,29.2,22.2,23.714285714285715,21.09333333333333
2024-08-01,51.52,-0.11,1722514500.0,27.9,82.2,5.1,8.3,56.0,1012.0,29.87,0.0,0.0,45.0,36.0,28.2,82.7,10.0,6.0,7.0,5.9,9.5,195.3,125.9,8.6,6.8,6.3,8.4,1.0,1.0,12.0,2024.0,8.0,1.0,3.0,31.0,0.0,1.0,0.0,0.0,27.7,20.9,24.714285714285715,21.48
2024-08-02,51.52,-0.11,1722601800.0,27.3,81.2,6.3,10.1,272.0,1010.0,29.83,0.03,0.0,46.0,83.0,27.6,81.8,10.0,6.0,6.0,7.2,11.6,223.6,138.8,9.6,7.0,9.7,10.0,1.0,1.0,6.0,2024.0,8.0,2.0,4.0,31.0,0.0,1.0,0.0,0.0,27.9,22.8,25.357142857142858,21.816666666666666
2024-08-03,51.52,-0.11,1722688200.0,22.8,73.1,10.7,17.3,254.0,1011.0,29.84,0.0,0.0,50.0,49.0,24.6,76.4,10.0,6.0,6.0,12.3,19.9,233.7,63.7,6.4,2.8,1.9,2.1,1.0,1.0,2.0,2024.0,8.0,3.0,5.0,31.0,0.0,1.0,0.0,0.0,27.3,22.8,25.357142857142858,21.96333333333333
2024-08-04,51.52,-0.11,1722774600.0,19.4,66.9,5.8,9.4,239.0,1016.0,29.99,0.0,0.0,47.0,45.0,19.4,66.9,10.0,6.0,5.0,6.9,11.1,191.9,79.4,5.7,5.1,2.5,5.1,1.0,1.0,0.0,2024.0,8.0,4.0,6.0,31.0,0.0,1.0,0.0,0.0,22.8,25.5,24.485714285714284,21.90333333333333
2024-08-05,51.52,-0.11,1722861000.0,24.7,76.5,10.3,16.6,224.0,1012.0,29.87,0.0,0.0,54.0,72.0,25.8,78.5,10.0,6.0,5.0,11.8,19.0,183.6,124.5,5.7,7.2,7.0,17.8,1.0,1.0,0.0,2024.0,8.0,5.0,0.0,32.0,0.0,1.0,0.0,0.0,19.4,17.1,25.571428571428573,22.220000000000002
2024-08-06,51.52,-0.11,1722946500.0,20.0,67.9,8.1,13.0,253.0,1009.0,29.79,0.02,0.0,77.0,89.0,20.0,67.9,10.0,6.0,4.0,9.8,15.7,193.6,47.9,11.7,4.8,2.5,2.9,1.0,1.0,2.0,2024.0,8.0,6.0,1.0,32.0,0.0,1.0,0.0,0.0,24.7,29.2,24.25714285714286,22.44333333333333
2024-08-07,51.52,-0.11,1723032000.0,23.4,74.2,13.0,20.9,246.0,1011.0,29.86,0.0,0.0,37.0,86.0,24.4,75.9,10.0,6.0,5.0,14.9,24.0,198.6,84.4,4.2,2.8,1.1,2.3,1.0,1.0,6.0,2024.0,8.0,7.0,2.0,32.0,0.0,1.0,0.0,0.0,20.0,27.7,23.642857142857142,22.676666666666666
2024-08-08,51.52,-0.11,1723119300.0,20.2,68.4,14.3,23.0,209.0,1014.0,29.94,0.0,0.0,65.0,100.0,20.2,68.4,10.0,6.0,5.0,16.5,26.5,205.3,78.0,8.2,5.7,3.4,10.2,1.0,1.0,11.0,2024.0,8.0,8.0,3.0,32.0,0.0,1.0,0.0,0.0,23.4,27.9,22.542857142857144,22.703333333333333
2024-08-09,51.52,-0.11,1723206600.0,23.8,74.9,11.4,18.4,273.0,1015.0,29.97,0.0,0.0,40.0,2.0,24.7,76.5,10.0,6.0,6.0,13.1,21.1,233.7,90.1,3.2,2.5,2.1,2.7,1.0,1.0,18.0,2024.0,8.0,9.0,4.0,32.0,0.0,1.0,0.0,0.0,20.2,27.3,22.042857142857144,22.853333333333335
2024-08-10,51.52,-0.11,1723293000.0,22.3,72.1,9.8,15.8,259.0,1019.0,30.1,0.0,0.0,61.0,100.0,24.6,76.4,10.0,6.0,5.0,12.4,20.0,213.6,64.4,6.3,4.2,4.3,9.7,1.0,1.0,26.0,2024.0,8.0,10.0,5.0,32.0,0.0,1.0,0.0,0.0,23.8,22.8,21.971428571428568,22.85666666666667
2024-08-11,51.52,-0.11,1723378500.0,26.4,79.6,7.4,11.9,97.0,1019.0,30.09,0.0,0.0,53.0,37.0,27.2,81.0,10.0,6.0,7.0,8.5,13.7,223.6,91.6,12.3,10.0,7.2,8.9,1.0,1.0,34.0,2024.0,8.0,11.0,6.0,32.0,0.0,1.0,0.0,0.0,22.3,19.4,22.971428571428568,23.133333333333333
2024-08-12,51.52,-0.11,1723465800.0,32.8,91.0,10.7,17.3,194.0,1006.0,29.71,0.0,0.0,39.0,5.0,33.8,92.9,10.0,6.0,8.0,12.3,19.9,230.3,135.9,6.6,7.6,12.9,15.2,1.0,2.0,44.0,2024.0,8.0,12.0,0.0,33.0,0.0,1.0,0.0,0.0,26.4,24.7,24.128571428571426,23.586666666666666
2024-08-13,51.52,-0.11,1723553100.0,26.5,79.7,10.3,16.6,228.0,1009.0,29.79,0.0,0.0,31.0,4.0,25.8,78.4,10.0,6.0,7.0,11.8,19.0,217.0,93.0,7.4,6.9,3.6,5.6,1.0,1.0,54.0,2024.0,8.0,13.0,1.0,33.0,0.0,1.0,0.0,0.0,32.8,20.0,25.057142857142853,23.793333333333333
2024-08-14,51.52,-0.11,1723638600.0,22.3,72.1,4.3,6.8,240.0,1014.0,29.94,0.0,0.0,69.0,25.0,24.7,76.4,10.0,6.0,6.0,8.7,14.0,217.0,61.5,10.0,4.8,1.9,2.2,1.0,1.0,63.0,2024.0,8.0,14.0,2.0,33.0,0.0,1.0,0.0,0.0,26.5,23.4,24.9,23.94
2024-08-15,51.52,-0.11,1723724100.0,21.1,70.0,17.4,28.1,220.0,1014.0,29.94,0.0,0.0,69.0,50.0,21.1,70.0,10.0,6.0,6.0,18.5,29.8,201.9,93.0,3.9,4.1,2.5,5.0,1.0,1.0,73.0,2024.0,8.0,15.0,3.0,33.0,0.0,1.0,0.0,0.0,22.3,20.2,25.02857142857143,23.966666666666665
2024-08-16,51.52,-0.11,1723810500.0,22.4,72.3,4.3,6.8,110.0,1015.0,29.97,0.0,0.0,46.0,25.0,23.8,74.8,10.0,6.0,6.0,8.7,14.0,213.6,84.4,7.5,6.2,4.0,4.8,1.0,1.0,82.0,2024.0,8.0,16.0,4.0,33.0,0.0,1.0,0.0,0.0,21.1,23.8,24.828571428571426,23.936666666666667
2024-08-17,51.52,-0.11,1723896900.0,20.1,68.2,3.8,6.1,20.0,1014.0,29.94,0.0,0.0,53.0,25.0,20.1,68.2,10.0,6.0,6.0,6.2,9.9,205.3,94.4,4.5,4.4,2.9,5.5,1.0,1.0,90.0,2024.0,8.0,17.0,5.0,33.0,0.0,1.0,0.0,0.0,22.4,22.3,24.514285714285712,23.763333333333332
2024-08-18,51.52,-0.11,1723982400.0,20.4,68.7,10.5,16.9,290.0,1014.0,29.94,0.0,0.0,53.0,25.0,20.4,68.7,10.0,6.0,6.0,15.0,24.1,240.3,97.3,3.9,2.2,1.9,3.9,1.0,1.0,95.0,2024.0,8.0,18.0,6.0,33.0,0.0,1.0,0.0,0.0,20.1,26.4,23.657142857142855,23.40666666666667
2024-08-19,51.52,-0.11,1724070600.0,19.2,66.6,11.9,19.1,210.0,1016.0,30.0,0.0,0.0,64.0,75.0,19.2,66.6,10.0,6.0,6.0,12.3,19.9,330.5,144.5,6.1,7.0,5.1,9.4,1.0,1.0,99.0,2024.0,8.0,19.0,0.0,34.0,0.0,1.0,0.0,0.0,20.4,32.8,21.714285714285715,23.306666666666665
2024-08-20,51.52,-0.11,1724156100.0,21.3,70.3,15.0,24.1,250.0,1008.0,29.77,0.03,0.0,64.0,50.0,21.3,70.3,10.0,6.0,5.0,19.5,31.3,220.3,85.8,3.5,2.4,1.5,2.3,1.0,1.0,100.0,2024.0,8.0,20.0,1.0,34.0,0.0,1.0,0.0,0.0,19.2,26.5,20.97142857142857,23.268888888888892
